protein1	protein2	locs1	locs2	sizes	category
O00206	P08246	Cell membrane,Cell projection,Endosome,Membrane	Cytoplasmic vesicle	4|1	oneMulti
P60604	Q6ZNA4	Endoplasmic reticulum,Lipid droplet	Cytoplasm,Nucleus	2|2	bothMulti
P08134	Q96PY5	Cell membrane,Membrane	Cytoplasm	2|1	oneMulti
Q5TKA1	Q96GY3	Nucleus	none	1|1	bothSingle
P63316	Q8NEV4	none	Cell projection,Cytoplasm,Cytoskeleton	1|3	oneMulti
P63104	Q9NWS0	Cytoplasm	Nucleus	1|1	bothSingle
P17612	P19105	Cell membrane,Cell projection,Cilium,Cytoplasm,Cytoplasmic vesicle,Flagellum,Membrane,Mitochondrion,Nucleus	none	9|1	oneMulti
P26641	P29692	none	Nucleus	1|1	bothSingle
P50151	P62873	Cell membrane,Membrane	none	2|1	oneMulti
O15481	Q9NXX6	Cytoplasm	Chromosome,Nucleus,Telomere	1|3	oneMulti
P61086	Q9H0F5	Cytoplasm	Nucleus	1|1	bothSingle
P42696	Q9UPE1	Nucleus	none	1|1	bothSingle
Q13042	Q86T82	Cytoplasm,Cytoskeleton	Chromosome,Nucleus	2|2	bothMulti
Q4VC12	Q9Y3D3	none	Mitochondrion	1|1	bothSingle
Q6DHV5	Q9BPU9	none	Cell projection,Cilium,Cytoplasm,Cytoskeleton,Nucleus	1|5	oneMulti
Q6IAA8	Q6ZSJ8	Endosome,Lysosome,Membrane	none	3|1	oneMulti
O43930	P13861	none	Cell membrane,Cytoplasm,Membrane	1|3	oneMulti
Q6UWY5	Q9UK39	Secreted	Cytoplasm,Mitochondrion,Nucleus	1|3	oneMulti
Q00688	Q86YV6	Nucleus	none	1|1	bothSingle
L0R819	Q9NWS0	Cytoplasm	Nucleus	1|1	bothSingle
P12544	Q13325	Secreted	Cell membrane,Cell projection,Membrane	1|3	oneMulti
Q504Q3	Q9NYK5	Cytoplasm,Nucleus	Mitochondrion	2|1	oneMulti
Q13685	Q9H7E9	Cell membrane,Cytoplasm,Membrane	none	3|1	oneMulti
O75439	P0C7P4	Mitochondrion	Membrane	1|1	bothSingle
Q6N069	Q9BSU3	none	Cytoplasm,Nucleus	1|2	oneMulti
Q04917	Q9HB19	none	Cell membrane,Cytoplasm,Membrane,Nucleus	1|4	oneMulti
P60484	Q96KB5	Cell projection,Cytoplasm,Nucleus,Secreted,Synapse	none	5|1	oneMulti
Q9NZT1	Q9UQM7	none	Cell projection,Synapse	1|2	oneMulti
O43819	P10914	Membrane,Mitochondrion,Mitochondrion inner membrane	Cytoplasm,Nucleus	3|2	bothMulti
Q6ZSG1	Q9Y2X8	Nucleus	none	1|1	bothSingle
P49459	Q9H0F5	none	Nucleus	1|1	bothSingle
Q96PV0	Q9Y6R0	none	Cytoplasm	1|1	bothSingle
Q99757	Q9UF47	Mitochondrion	Membrane	1|1	bothSingle
Q8IZ26	Q96PV6	Nucleus	none	1|1	bothSingle
P40939	Q13501	Membrane,Mitochondrion,Mitochondrion inner membrane	Cytoplasm,Cytoplasmic vesicle,Endoplasmic reticulum,Endosome,Lysosome,Nucleus	3|6	bothMulti
O00237	Q96B02	Endoplasmic reticulum,Membrane	Nucleus	2|1	oneMulti
O94844	Q9NR12	none	Cytoplasm,Cytoskeleton	1|2	oneMulti
P06307	Q4L235	Secreted	none	1|1	bothSingle
Q8WZA0	Q9H0A8	none	Cytoplasm,Nucleus	1|2	oneMulti
P18847	Q9NZ72	Nucleus	Cell projection,Cytoplasm,Golgi apparatus	1|3	oneMulti
P78329	Q9C086	Endoplasmic reticulum,Membrane,Microsome	Nucleus	3|1	oneMulti
O00746	P15531	Membrane,Mitochondrion	Cytoplasm,Nucleus	2|2	bothMulti
P40123	P68133	Cell membrane,Membrane	Cytoplasm,Cytoskeleton	2|2	bothMulti
O15085	Q96PX9	Cytoplasm,Membrane	none	2|1	oneMulti
Q8N5M4	Q96DE5	none	Centromere,Chromosome,Cytoplasm,Kinetochore,Nucleus	1|5	oneMulti
Q76FK4	Q96FK6	Nucleus	none	1|1	bothSingle
P16298	P48454	Cytoplasm	Mitochondrion	1|1	bothSingle
Q01973	Q9H1J7	Cell projection,Membrane	Extracellular matrix,Secreted	2|2	bothMulti
Q63HR2	Q9HBE1	Cell junction,Cell membrane,Cytoplasm,Membrane	Nucleus	4|1	oneMulti
Q07890	Q96A58	none	Cytoplasm	1|1	bothSingle
Q9BV68	Q9Y2X8	Cytoplasm,Nucleus	none	2|1	oneMulti
Q8NA47	Q9HAE3	none	Cell projection,Cytoplasm,Cytoskeleton	1|3	oneMulti
P62330	Q9NU19	Cell membrane,Cell projection,Cytoplasm,Endosome,Golgi apparatus,Membrane	none	6|1	oneMulti
Q5T1N1	Q9HB96	none	Nucleus	1|1	bothSingle
Q15843	Q6P5R6	Nucleus	none	1|1	bothSingle
P05111	Q96SZ5	Secreted	none	1|1	bothSingle
Q8WUZ0	Q969G3	none	Nucleus	1|1	bothSingle
Q96BD6	Q96LA8	Cytoplasm	Nucleus	1|1	bothSingle
O43175	Q14676	none	Chromosome,Nucleus	1|2	oneMulti
A8MW95	Q8NEB9	Cytoplasm	Cytoplasmic vesicle,Endosome	1|2	oneMulti
O94973	Q2VIQ3	Cell membrane,Coated pit,Membrane	Cytoplasm,Cytoskeleton,Microtubule,Nucleus	3|4	bothMulti
P09544	Q9H461	Extracellular matrix,Secreted	Cell membrane,Golgi apparatus,Membrane	2|3	bothMulti
Q12816	Q8WV22	none	Chromosome,Nucleus,Telomere	1|3	oneMulti
P46109	Q14289	none	Cell junction,Cell membrane,Cell projection,Cytoplasm,Membrane,Nucleus	1|6	oneMulti
O75439	Q99729	Mitochondrion	Cytoplasm,Nucleus	1|2	oneMulti
P46781	Q9BY44	Cytoplasm,Nucleus	none	2|1	oneMulti
B9A064	S4R460	Secreted	none	1|1	bothSingle
P27482	Q9H1R3	none	Cytoplasm	1|1	bothSingle
P63208	P68400	none	Nucleus	1|1	bothSingle
O60884	Q9Y266	Membrane	Cytoplasm,Cytoskeleton,Microtubule,Nucleus	1|4	oneMulti
O75928	Q6EEV6	Nucleus	none	1|1	bothSingle
P02768	P55899	Secreted	Cell membrane,Endosome,Membrane	1|3	oneMulti
Q5VYV7	Q92889	none	Chromosome,Nucleus	1|2	oneMulti
Q9H8W4	Q9Y266	Endoplasmic reticulum,Endosome,Membrane	Cytoplasm,Cytoskeleton,Microtubule,Nucleus	3|4	bothMulti
O15160	Q15041	Cytoplasm,DNA-directed RNA polymerase,Nucleus	Endoplasmic reticulum,Membrane	3|2	bothMulti
O00233	P61247	none	Cytoplasm,Nucleus	1|2	oneMulti
Q15527	Q8IV38	none	Cell projection,Cilium	1|2	oneMulti
P31944	P42575	Cytoplasm,Nucleus	none	2|1	oneMulti
Q8IVT2	Q96EM0	Cell junction,Cytoplasm,Cytoskeleton	none	3|1	oneMulti
P07360	Q53H80	Membrane attack complex,Secreted	Cytoplasm,Membrane,Nucleus	2|3	bothMulti
O43837	O94906	Mitochondrion	Nucleus,Spliceosome	1|2	oneMulti
Q9BZJ0	Q9NW82	Nucleus,Spliceosome	none	2|1	oneMulti
Q8N488	Q9BRJ6	Cytoplasm,Nucleus	none	2|1	oneMulti
P23786	P28715	Membrane,Mitochondrion,Mitochondrion inner membrane	Chromosome,Nucleus	3|2	bothMulti
A6NNX1	Q86UN6	none	Cytoplasm	1|1	bothSingle
O15455	O60880	Endoplasmic reticulum,Endosome,Membrane	Cytoplasm	3|1	oneMulti
O15042	Q9BQ61	Nucleus	none	1|1	bothSingle
P62837	Q9NWF9	none	Cytoplasm,Cytoplasmic vesicle	1|2	oneMulti
Q9C0C4	Q9Y5A7	Cell membrane,Cytoplasmic vesicle,Membrane,Postsynaptic cell membrane,Synapse	Nucleus	5|1	oneMulti
P42773	Q8WTS6	none	Chromosome,Nucleus	1|2	oneMulti
P30838	P48448	Cytoplasm	Lipid droplet	1|1	bothSingle
Q9H0F5	Q9Y2X8	Nucleus	none	1|1	bothSingle
Q14982	Q6NUI6	Cell membrane,Membrane	Extracellular matrix,Secreted	2|2	bothMulti
P62256	Q9H871	none	Cytoplasm,Nucleus	1|2	oneMulti
O14498	O75628	Secreted	none	1|1	bothSingle
Q92624	Q9NXR5	Cytoplasm,Cytoskeleton,Membrane,Microtubule,Nucleus	none	5|1	oneMulti
P19957	Q92817	Secreted	Cell junction,Cytoplasm,Cytoskeleton	1|3	oneMulti
P01825	Q9UKI3	Cell membrane,Immunoglobulin,Membrane,Secreted	none	4|1	oneMulti
P49841	Q9UBP4	Cell membrane,Cytoplasm,Membrane,Nucleus	Secreted	4|1	oneMulti
P02790	Q8WWH4	Secreted	Cytoplasm	1|1	bothSingle
Q14152	Q71UM5	Cytoplasm	none	1|1	bothSingle
P15408	Q92673	Nucleus	Cell membrane,Cytoplasmic vesicle,Endoplasmic reticulum,Endosome,Golgi apparatus,Membrane,Secreted	1|7	oneMulti
Q8NI22	Q9HAT1	Endoplasmic reticulum,Golgi apparatus	Membrane	2|1	oneMulti
Q92545	Q9UBS3	Membrane	Endoplasmic reticulum	1|1	bothSingle
Q8IZS6	Q8N7M0	Cytoplasm,Cytoskeleton,Dynein,Membrane,Microtubule	none	5|1	oneMulti
Q13042	Q6ZW49	Cytoplasm,Cytoskeleton	Chromosome,Nucleus	2|2	bothMulti
P62256	Q9H0F5	none	Nucleus	1|1	bothSingle
Q14C86	Q66K64	Endosome,Membrane	none	2|1	oneMulti
P16298	Q06190	Cytoplasm	none	1|1	bothSingle
Q14562	Q9BRR8	Nucleus,Spliceosome	none	2|1	oneMulti
Q86XI2	Q96C24	Nucleus	Cell membrane,Cytoplasmic vesicle,Membrane	1|3	oneMulti
P54725	Q6P5R6	Nucleus,Proteasome	none	2|1	oneMulti
P0DMT0	Q06413	Membrane,Sarcoplasmic reticulum	Cytoplasm,Nucleus	2|2	bothMulti
P00167	Q07973	Cytoplasm,Endoplasmic reticulum,Membrane,Microsome	Mitochondrion	4|1	oneMulti
P13500	Q15116	Secreted	Cell membrane,Membrane	1|2	oneMulti
O60602	Q5VV67	Cell membrane,Membrane	Nucleus	2|1	oneMulti
P61513	Q9UG63	Cytoplasm	none	1|1	bothSingle
Q96LR5	Q9Y3C5	none	Cytoplasm,Endosome,Nucleus	1|3	oneMulti
P60520	Q8TC07	Cytoplasmic vesicle,Endoplasmic reticulum,Golgi apparatus,Membrane	Cytoplasm	4|1	oneMulti
Q6YFQ2	Q9BZP6	Membrane,Mitochondrion,Mitochondrion inner membrane	Cytoplasm,Secreted	3|2	bothMulti
Q504Q3	Q9NQG7	Cytoplasm,Nucleus	none	2|1	oneMulti
P14868	Q96BZ8	Cytoplasm	none	1|1	bothSingle
P54619	Q8TF40	none	Cytoplasm,Lysosome,Membrane	1|3	oneMulti
P53675	Q9BRP8	Coated pit,Cytoplasmic vesicle,Membrane	Cytoplasm,Nucleus	3|2	bothMulti
Q13275	Q96CC6	Secreted	Endoplasmic reticulum,Golgi apparatus,Membrane	1|3	oneMulti
P15918	P49771	Nucleus	Cell membrane,Membrane,Secreted	1|3	oneMulti
O76014	Q9NUQ3	Intermediate filament,Keratin	Cytoplasm,Membrane,Nucleus	2|3	bothMulti
Q96DN0	Q9BXS4	Endoplasmic reticulum	Cell membrane,Endosome,Golgi apparatus,Lysosome,Membrane	1|5	oneMulti
P48539	Q9BZI1	none	Nucleus	1|1	bothSingle
Q71UM5	Q9Y3A2	none	Nucleus	1|1	bothSingle
O94776	Q8NCE2	Nucleus	Cytoplasm	1|1	bothSingle
P50914	Q6NVV1	Cytoplasm	none	1|1	bothSingle
P62826	Q7Z3J3	Cytoplasm,Nucleus	none	2|1	oneMulti
P62837	Q9H9V4	none	Endoplasmic reticulum,Golgi apparatus,Membrane	1|3	oneMulti
P30838	P43353	Cytoplasm	Cell membrane,Membrane	1|2	oneMulti
Q14596	Q9NVH0	Cytoplasm,Cytoplasmic vesicle,Lysosome	Chromosome,Membrane,Mitochondrion,Mitochondrion outer membrane,Nucleus	3|5	bothMulti
P36542	Q6ZMW2	CF(1),Membrane,Mitochondrion,Mitochondrion inner membrane	Nucleus	4|1	oneMulti
P60604	Q13795	Endoplasmic reticulum,Lipid droplet	Golgi apparatus	2|1	oneMulti
O14656	Q9UII2	Cell projection,Cytoplasm,Cytoplasmic vesicle,Cytoskeleton,Endoplasmic reticulum,Membrane,Nucleus,Synapse	Mitochondrion	8|1	oneMulti
O96013	Q8TEC5	Cytoplasm	Nucleus	1|1	bothSingle
P62310	P62888	Nucleus,Spliceosome	Cytoplasm	2|1	oneMulti
P63208	Q8WUJ0	none	Cytoplasm,Nucleus	1|2	oneMulti
Q9H8S9	Q9Y2H1	none	Cytoplasm,Cytoskeleton,Membrane	1|3	oneMulti
P68431	Q8N806	Chromosome,Nucleosome core,Nucleus	none	3|1	oneMulti
P51668	Q8ND25	Cytoplasm	Cytoplasmic vesicle,Endosome,Lysosome,Membrane,Synapse	1|5	oneMulti
Q9NQY0	Q9NXL2	Cytoplasm,Cytoskeleton	none	2|1	oneMulti
Q96G27	Q96J86	none	Membrane	1|1	bothSingle
P08575	P51124	Cell membrane,Membrane	Secreted	2|1	oneMulti
Q9UK00	Q9UNS1	Membrane	Chromosome,Nucleus	1|2	oneMulti
A8MW95	Q9HBF5	Cytoplasm	none	1|1	bothSingle
Q8N7B1	Q9Y2R2	Chromosome,Nucleus	Cytoplasm	2|1	oneMulti
Q04917	Q6NUK4	none	Endoplasmic reticulum,Membrane,Microtubule	1|3	oneMulti
P62424	Q9BYG3	Cytoplasm	Chromosome,Nucleus	1|2	oneMulti
P29350	Q07889	Cytoplasm,Nucleus	none	2|1	oneMulti
O95429	Q96MA1	Cytoplasm	Nucleus	1|1	bothSingle
Q86VS8	Q8N612	Cytoplasm,Cytoskeleton,Golgi apparatus,Microtubule	none	4|1	oneMulti
O15164	Q07890	Cytoplasm,Mitochondrion,Nucleus	none	3|1	oneMulti
P13497	Q9GZV5	Extracellular matrix,Golgi apparatus,Secreted	Cell membrane,Cytoplasm,Membrane,Nucleus	3|4	bothMulti
O00160	P0DP25	none	Cytoplasm,Cytoskeleton	1|2	oneMulti
P39060	P53708	Basement membrane,Extracellular matrix,Secreted	Cell membrane,Membrane	3|2	bothMulti
P51959	Q659C4	Nucleus	none	1|1	bothSingle
P16619	P51679	Secreted	Cell membrane,Membrane	1|2	oneMulti
P20774	Q9H1C3	Extracellular matrix,Secreted	Membrane	2|1	oneMulti
P00505	Q6YP21	Cell membrane,Membrane,Mitochondrion	none	3|1	oneMulti
Q07889	Q9H0E9	none	Nucleus	1|1	bothSingle
A0A5S8K742	P23415	none	Cell membrane,Cell projection,Membrane,Postsynaptic cell membrane,Synapse	1|5	oneMulti
Q06547	Q8TAP4	Nucleus	none	1|1	bothSingle
P00533	Q07889	Cell membrane,Endoplasmic reticulum,Endosome,Golgi apparatus,Membrane,Nucleus,Secreted	none	7|1	oneMulti
O95183	Q15833	Cell membrane,Golgi apparatus,Membrane	none	3|1	oneMulti
O60603	P33316	Cytoplasmic vesicle,Membrane	Mitochondrion,Nucleus	2|2	bothMulti
P55036	Q9GZP4	Proteasome	Cytoplasm	1|1	bothSingle
Q15506	Q9BZX4	Membrane	Cell projection,Cilium,Flagellum	1|3	oneMulti
O15403	Q86W34	Cell membrane,Membrane	none	2|1	oneMulti
A8MUP2	Q9BV86	Mitochondrion	Nucleus	1|1	bothSingle
P62745	Q8IVF5	Cell membrane,Endosome,Membrane,Nucleus	Cell projection,Cytoplasm	4|2	bothMulti
Q8IUQ4	Q96LR5	Cytoplasm,Nucleus	none	2|1	oneMulti
P37235	Q9Y2E6	Membrane	Cytoplasm	1|1	bothSingle
P56182	P60520	Nucleus	Cytoplasmic vesicle,Endoplasmic reticulum,Golgi apparatus,Membrane	1|4	oneMulti
O94769	P54826	Extracellular matrix,Secreted	Cell membrane,Membrane	2|2	bothMulti
P07741	P11172	Cytoplasm	none	1|1	bothSingle
A0A096LP55	P46783	Membrane,Mitochondrion,Mitochondrion inner membrane	Cytoplasm,Nucleus	3|2	bothMulti
A2A368	Q8WV22	none	Chromosome,Nucleus,Telomere	1|3	oneMulti
O43679	P61968	Nucleus	none	1|1	bothSingle
P29373	Q01974	Cytoplasm,Endoplasmic reticulum,Nucleus	Cell membrane,Membrane	3|2	bothMulti
P60660	Q53H80	none	Cytoplasm,Membrane,Nucleus	1|3	oneMulti
Q8WVJ2	Q9Y3A2	Centromere,Chromosome,Cytoplasm,Cytoskeleton,Kinetochore	Nucleus	5|1	oneMulti
Q9BS18	Q9UJX2	Nucleus	none	1|1	bothSingle
P30203	Q14690	Cell membrane,Membrane,Secreted	Nucleus	3|1	oneMulti
P61077	Q05086	Cell membrane,Endosome,Membrane	Cytoplasm,Nucleus,Proteasome	3|3	bothMulti
Q13601	Q8N9T8	Cytoplasm,Nucleus	none	2|1	oneMulti
P05386	P62910	none	Cytoplasm	1|1	bothSingle
P61586	Q7Z6B7	Cell membrane,Cell projection,Cytoplasm,Cytoskeleton,Membrane,Nucleus	none	6|1	oneMulti
Q2T9L4	Q9Y618	Synapse	Nucleus	1|1	bothSingle
P14616	P50222	Membrane	Nucleus	1|1	bothSingle
P02585	Q12965	none	Cell junction,Cytoplasm,Cytoplasmic vesicle,Cytoskeleton	1|4	oneMulti
P10451	P38567	Secreted	Cell membrane,Membrane	1|2	oneMulti
P04004	P53708	Secreted	Cell membrane,Membrane	1|2	oneMulti
O15146	Q68D10	Cell membrane,Membrane,Postsynaptic cell membrane,Synapse	Nucleus	4|1	oneMulti
P00492	P08134	Cytoplasm	Cell membrane,Membrane	1|2	oneMulti
Q13905	Q9Y5K6	Endosome	Cell junction,Cell projection,Cytoplasm,Cytoskeleton	1|4	oneMulti
Q13416	Q4G0Z9	Nucleus	none	1|1	bothSingle
Q8WUD4	Q9HCS7	none	Nucleus,Spliceosome	1|2	oneMulti
Q86VG3	Q8NEZ3	none	Cell projection,Cilium,Cytoplasm,Cytoskeleton,Flagellum	1|5	oneMulti
Q96HB5	Q9UIA0	Cell projection,Cytoplasm,Cytoskeleton,Endosome	Cell membrane,Membrane	4|2	bothMulti
P45985	Q13233	Cytoplasm,Nucleus	none	2|1	oneMulti
P19652	P30041	Secreted	Cytoplasm,Lysosome	1|2	oneMulti
O95881	Q13576	Endoplasmic reticulum	none	1|1	bothSingle
Q96PQ0	Q9H0L4	Cell membrane,Cell projection,Cytoplasmic vesicle,Endosome,Membrane,Postsynaptic cell membrane,Synapse,Synaptosome	Nucleus	8|1	oneMulti
Q15697	Q96JS3	Nucleus	none	1|1	bothSingle
O15444	Q9NPB9	Secreted	Cell membrane,Endosome,Membrane	1|3	oneMulti
O75380	Q15843	Membrane,Mitochondrion,Mitochondrion inner membrane	Nucleus	3|1	oneMulti
P62277	Q9BQC6	Cytoplasm,Nucleus	Mitochondrion	2|1	oneMulti
Q56P03	Q9Y312	Cytoplasm,Nucleus	Spliceosome	2|1	oneMulti
Q5SY80	Q658L1	Cell membrane,Cell projection,Cilium,Flagellum,Membrane	none	5|1	oneMulti
Q86VQ3	Q9Y3E2	Cytoplasm	Mitochondrion	1|1	bothSingle
P02741	P22083	Secreted	Golgi apparatus,Membrane	1|2	oneMulti
Q02383	Q9NS25	Secreted	Cytoplasm,Nucleus	1|2	oneMulti
Q8TAC2	Q96RU2	Cytoplasm	Nucleus	1|1	bothSingle
Q02040	Q9H8G2	Nucleus,Spliceosome	none	2|1	oneMulti
P50222	P58397	Nucleus	Extracellular matrix,Secreted	1|2	oneMulti
A0A1B0GUS4	Q8NHG8	none	Cell membrane,Cell projection,Cytoplasm,Endosome,Lysosome,Membrane,Synapse	1|7	oneMulti
O43169	Q9BTE7	Membrane,Mitochondrion,Mitochondrion outer membrane	Cytoplasm,Cytoskeleton,Nucleus	3|3	bothMulti
Q07817	Q96LC9	Cytoplasm,Cytoplasmic vesicle,Cytoskeleton,Membrane,Mitochondrion,Mitochondrion inner membrane,Mitochondrion outer membrane,Nucleus,Synapse	none	9|1	oneMulti
O95789	P30203	Nucleus	Cell membrane,Membrane,Secreted	1|3	oneMulti
Q4G0J3	Q8N9T8	Nucleus	none	1|1	bothSingle
Q07890	Q9C0H5	none	Nucleus	1|1	bothSingle
P62837	Q8WY64	none	Cell membrane,Cytoplasm,Membrane	1|3	oneMulti
Q8WUH2	Q9H628	Cytoplasm,Endosome	none	2|1	oneMulti
O14508	O60502	none	Cytoplasm,Nucleus	1|2	oneMulti
Q01167	Q8NB46	Cytoplasm,Nucleus	none	2|1	oneMulti
P43628	Q07325	Cell membrane,Membrane	Secreted	2|1	oneMulti
O60504	Q9NYF3	Cell junction,Cytoplasm,Cytoskeleton,Nucleus	none	4|1	oneMulti
Q6IPT4	Q9BVJ7	none	Cytoplasm,Nucleus	1|2	oneMulti
Q5JPH6	Q9C0B5	Mitochondrion	Cell membrane,Membrane,Synapse	1|3	oneMulti
Q53GT1	Q9H0H3	Cytoplasm,Cytoskeleton,Lysosome,Nucleus	none	4|1	oneMulti
Q9HBM0	Q9Y4I1	Cell junction,Cell membrane,Cell projection,Cytoplasmic vesicle,Membrane,Nucleus	none	6|1	oneMulti
P84098	Q8IY81	Cytoplasm	Nucleus	1|1	bothSingle
Q8N3L3	Q9NUQ3	none	Cytoplasm,Membrane,Nucleus	1|3	oneMulti
P08134	Q6P5Z2	Cell membrane,Membrane	Cytoplasm,Nucleus	2|2	bothMulti
Q5T6C5	Q70EK9	none	Chromosome	1|1	bothSingle
P48382	Q9H9E1	Nucleus	Cytoplasm,Cytoskeleton,Membrane	1|3	oneMulti
Q9UBS8	Q9Y2X8	Cytoplasm,Nucleus	none	2|1	oneMulti
P0C7P4	Q9H1K1	Membrane	Cytoplasm,Mitochondrion,Nucleus	1|3	oneMulti
Q8IX12	Q9BTT4	Cytoplasm	Nucleus	1|1	bothSingle
P28329	Q8N302	none	Cytoplasm,Secreted	1|2	oneMulti
Q8N8Y2	Q9HBG4	none	Cell membrane,Membrane	1|2	oneMulti
O75344	Q8N307	Cytoplasm,Nucleus	Cell membrane,Cell projection,Membrane,Secreted	2|4	bothMulti
Q68D10	Q8NI37	Nucleus	Mitochondrion	1|1	bothSingle
P22362	P51686	Secreted	Cell membrane,Membrane	1|2	oneMulti
Q502W6	Q8N309	Cytoplasm	none	1|1	bothSingle
P62837	Q86UW9	none	Cytoplasm,Nucleus	1|2	oneMulti
P51452	Q86XH1	Nucleus	Cell projection,Cilium,Cytoplasm,Cytoskeleton,Flagellum	1|5	oneMulti
P16157	P48382	Cytoplasm,Cytoskeleton,Membrane,Sarcoplasmic reticulum	Nucleus	4|1	oneMulti
O75477	Q7Z4R8	Endoplasmic reticulum,Membrane	Secreted	2|1	oneMulti
Q7Z3H0	Q9UM19	Cytoplasm,Nucleus	none	2|1	oneMulti
A6NJR5	P06493	none	Cytoplasm,Cytoskeleton,Mitochondrion,Nucleus	1|4	oneMulti
Q07889	Q96A58	none	Cytoplasm	1|1	bothSingle
P14635	Q14680	Cytoplasm,Cytoskeleton,Nucleus	Cell membrane,Membrane	3|2	bothMulti
P63208	P68036	none	Cytoplasm,Nucleus	1|2	oneMulti
A0AV96	Q6P1W5	Cytoplasm,Nucleus	none	2|1	oneMulti
P05387	P62910	none	Cytoplasm	1|1	bothSingle
Q6P2P2	Q8N806	Cytoplasm	none	1|1	bothSingle
P50914	Q8TD47	Cytoplasm	none	1|1	bothSingle
Q01469	Q9NZT1	Cytoplasm,Nucleus,Secreted,Synapse	none	4|1	oneMulti
Q12829	Q15369	Cell membrane,Membrane	Nucleus	2|1	oneMulti
P17568	Q9BWG6	Membrane,Mitochondrion,Mitochondrion inner membrane	Nucleus,Spliceosome	3|2	bothMulti
O14978	Q96PV6	Nucleus	none	1|1	bothSingle
P24588	P84243	Endosome,Membrane,Synapse	Chromosome,Nucleosome core,Nucleus	3|3	bothMulti
P0DKL9	Q96T68	none	Chromosome,Nucleus	1|2	oneMulti
Q96C24	Q9ULV0	Cell membrane,Cytoplasmic vesicle,Membrane	Cytoplasm	3|1	oneMulti
Q9HCJ0	Q9NZM3	none	Cytoplasm	1|1	bothSingle
P18124	Q9BZE4	Cytoplasm	Nucleus	1|1	bothSingle
P23409	Q86WC6	Nucleus	none	1|1	bothSingle
Q96JS3	Q9UNY5	none	Nucleus	1|1	bothSingle
P49593	Q00987	none	Cytoplasm,Nucleus	1|2	oneMulti
Q13064	Q969T4	none	Cytoplasm,Nucleus	1|2	oneMulti
P46781	Q8TD47	Cytoplasm,Nucleus	none	2|1	oneMulti
A0A1B0GUL7	P15056	none	Cell membrane,Cytoplasm,Membrane,Nucleus	1|4	oneMulti
P40429	Q9BYG3	Cytoplasm	Chromosome,Nucleus	1|2	oneMulti
P08240	Q96L21	Endoplasmic reticulum,Membrane	Cytoplasm	2|1	oneMulti
Q9C0B0	Q9UBI9	Cytoplasm	none	1|1	bothSingle
P01019	P50052	Secreted	Cell membrane,Membrane	1|2	oneMulti
Q07890	Q12778	none	Cytoplasm,Nucleus	1|2	oneMulti
Q96LD8	Q9GZS9	none	Golgi apparatus,Membrane	1|2	oneMulti
P13533	Q96A32	Cytoplasm,Thick filament	none	2|1	oneMulti
Q13042	Q8NHZ8	Cytoplasm,Cytoskeleton	Nucleus	2|1	oneMulti
P05387	Q10567	none	Cytoplasmic vesicle,Golgi apparatus,Membrane	1|3	oneMulti
Q8NDH6	Q9NRD5	none	Cytoplasm,Cytoskeleton,Membrane,Synapse,Synaptosome	1|5	oneMulti
O43524	P56705	Cytoplasm,Membrane,Mitochondrion,Mitochondrion outer membrane,Nucleus	Extracellular matrix,Secreted	5|2	bothMulti
O94768	P19105	Cell membrane,Membrane,Nucleus	none	3|1	oneMulti
P40939	P42166	Membrane,Mitochondrion,Mitochondrion inner membrane	Chromosome,Nucleus	3|2	bothMulti
P19105	Q9Y5S2	none	Cell junction,Cell membrane,Cell projection,Cytoplasm,Membrane	1|5	oneMulti
O75943	Q6WBX8	Nucleus	none	1|1	bothSingle
P56851	Q8N386	Secreted	Cytoplasm,Membrane	1|2	oneMulti
P04198	Q15118	Nucleus	Mitochondrion	1|1	bothSingle
P0C1Z6	Q9UEE9	Nucleus	Centromere,Chromosome,Kinetochore	1|3	oneMulti
P04066	Q9BTY2	Lysosome	Secreted	1|1	bothSingle
P49841	Q5VUJ6	Cell membrane,Cytoplasm,Membrane,Nucleus	none	4|1	oneMulti
O00311	Q68CZ2	Nucleus	Cell junction,Cell projection	1|2	oneMulti
O95881	Q02790	Endoplasmic reticulum	Cell projection,Cytoplasm,Cytoskeleton,Microtubule,Mitochondrion,Nucleus	1|6	oneMulti
Q9GZS9	Q9NXK8	Golgi apparatus,Membrane	none	2|1	oneMulti
P49639	Q9UHG3	Nucleus	Lysosome	1|1	bothSingle
O43166	Q9Y463	Cytoplasm,Cytoskeleton,Synapse,Synaptosome	Chromosome,Nucleus	4|2	bothMulti
Q13625	Q8NHQ8	Cytoplasm,Nucleus	none	2|1	oneMulti
Q13614	Q9NXD2	Cell projection,Cytoplasm,Endosome,Membrane	none	4|1	oneMulti
P48506	Q13541	none	Cytoplasm,Nucleus	1|2	oneMulti
Q9H6Z9	Q9NX40	Cytoplasm,Nucleus	Endosome	2|1	oneMulti
Q2WGJ6	Q9C004	none	Cell membrane,Cell projection,Cytoplasm,Membrane	1|4	oneMulti
O95747	Q9H9S4	Cytoplasm	none	1|1	bothSingle
P80075	Q15116	Secreted	Cell membrane,Membrane	1|2	oneMulti
O94763	Q9UHW5	Cell projection,Cytoplasm,Mitochondrion,Nucleus	none	4|1	oneMulti
Q9HAV0	Q9P2W3	none	Cell membrane,Membrane	1|2	oneMulti
P41208	P54368	Cytoplasm,Cytoskeleton,Nuclear pore complex,Nucleus	none	4|1	oneMulti
